area,name,block,direction,streetName,streetType,side,postedRestrictions,exclusions
30,South Baltimore East,2-8,W,Ostend  ,St.,Even,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,1-7,W,Ostend  ,St.,Odd,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,17-21,W,Ostend  ,St.,Odd,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
43,Canton Can Company,2500,,Hudson,St.,Even,,
30,South Baltimore East,100,W,Ostend  ,St.,Both,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,1214-1234,,Patapsco ,St.,Even,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,1215-1233,,Patapsco ,St.,Odd,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,1312-1318,,Patapsco ,St.,Even,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,1303-1317,,Patapsco ,St.,Odd,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,1400-1452,,Patapsco ,St.,Even,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,1456-1460,,Patapsco ,St.,Even,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,1401-1453,,Patapsco ,St.,Odd,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,1500-1520,,Patapsco ,St.,Even,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,1501-1521,,Patapsco ,St.,Odd,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,1600-1624,,Patapsco ,St.,Even,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,1601-1633,,Patapsco ,St.,Odd,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,1700-1740,,Patapsco ,St.,Even,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,1300-1334,,Race ,St.,Even,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,1401-1427,,Race ,St.,Odd,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,1505-1523,,Race ,St.,Odd,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,1602-1620,,Race ,St.,Even,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,1605-1627,,Race ,St.,Odd,,
,,,,,,,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,4-14,E,Randall ,St.,Even,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,3-15,E,Randall ,St.,Odd,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,102-136,E,Randall ,St.,Even,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,101-121,E,Randall ,St.,Odd,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,127-143,E,Randall ,St.,Odd,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,Unit,E,West ,St.,Both,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,5-29,W,West ,St.,Even,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
30,South Baltimore East,14-18,W,West ,St.,Both,"""Two Hour Parking, Limit in Area #30 7am - 6pm Monday thru Saturday/7am - 2 pm Sunday except with Area #30/No Parking in Area #30 6pm-7am Monday thru Sunday Morning/2pm-7am Sunday thru Monday Morning Except with Area #30 permit Tow away Zone During Stadium Event.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
31,Towns of the Terrace,100,N,Amity ,St.,Both,"""2 HOUR PARKING/SEVEN DAYS FROM 7:00 A.M. - 7:00 PM, WITHOUT VALID RPP STICKER FOR AREA 31"" ",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
31,Towns of the Terrace,200,N,Amity ,St.,Odd,"""2 HOUR PARKING/SEVEN DAYS FROM 7:00 A.M. - 7:00 PM, WITHOUT VALID RPP STICKER FOR AREA 31"" ",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
31,Towns of the Terrace,200,,Cherry Blossom ,Way,Both,"""2 HOUR PARKING/SEVEN DAYS FROM 7:00 A.M. - 7:00 PM, WITHOUT VALID RPP STICKER FOR AREA 31"" ",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
31,Towns of the Terrace,700,,Cherry Blossom ,Way,Both,"""2 HOUR PARKING/SEVEN DAYS FROM 7:00 A.M. - 7:00 PM, WITHOUT VALID RPP STICKER FOR AREA 31"" ",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
31,Towns of the Terrace,700,,Dr. Benjamin Quarles,Pl.,Both,"""2 HOUR PARKING/SEVEN DAYS FROM 7:00 A.M. - 7:00 PM, WITHOUT VALID RPP STICKER FOR AREA 31"" ",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
31,Towns of the Terrace,700,W,Fayette ,St.,Both,"""2 HOUR PARKING/SEVEN DAYS FROM 7:00 A.M. - 7:00 PM, WITHOUT VALID RPP STICKER FOR AREA 31"" ",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
31,Towns of the Terrace,900,W,Fayette ,St.,Both,"""2 HOUR PARKING/SEVEN DAYS FROM 7:00 A.M. - 7:00 PM, WITHOUT VALID RPP STICKER FOR AREA 31"" ",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
31,Towns of the Terrace,100,N,Fremont ,Ave.,Both,"""2 HOUR PARKING/SEVEN DAYS FROM 7:00 A.M. - 7:00 PM, WITHOUT VALID RPP STICKER FOR AREA 31"" ",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
31,Towns of the Terrace,200,N,Fremont ,Ave.,Both,"""2 HOUR PARKING/SEVEN DAYS FROM 7:00 A.M. - 7:00 PM, WITHOUT VALID RPP STICKER FOR AREA 31"" ",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
31,Towns of the Terrace,300, N,Fremont ,Ave.,Both,"""2 HOUR PARKING/SEVEN DAYS FROM 7:00 A.M. - 7:00 PM, WITHOUT VALID RPP STICKER FOR AREA 31"" ",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
31,Towns of the Terrace,2300,,Judge Howard ,Ln.,Both,"""2 HOUR PARKING/SEVEN DAYS FROM 7:00 A.M. - 7:00 PM, WITHOUT VALID RPP STICKER FOR AREA 31"" ",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
31,Towns of the Terrace,2400,,Judge Howard ,Ln.,Both,"""2 HOUR PARKING/SEVEN DAYS FROM 7:00 A.M. - 7:00 PM, WITHOUT VALID RPP STICKER FOR AREA 31"" ",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
31,Towns of the Terrace,2500,,Judge Howard ,Ln.,Both,"""2 HOUR PARKING/SEVEN DAYS FROM 7:00 A.M. - 7:00 PM, WITHOUT VALID RPP STICKER FOR AREA 31"" ",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
31,Towns of the Terrace,2600,,Judge Howard ,Ln.,Both,"""2 HOUR PARKING/SEVEN DAYS FROM 7:00 A.M. - 7:00 PM, WITHOUT VALID RPP STICKER FOR AREA 31"" ",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
31,Towns of the Terrace,700,W,Lexington ,St.,Both,"""2 HOUR PARKING/SEVEN DAYS FROM 7:00 A.M. - 7:00 PM, WITHOUT VALID RPP STICKER FOR AREA 31"" ",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
31,Towns of the Terrace,800,W,Lexington ,St.,Both,"""2 HOUR PARKING/SEVEN DAYS FROM 7:00 A.M. - 7:00 PM, WITHOUT VALID RPP STICKER FOR AREA 31"" ",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
31,Towns of the Terrace,900,W,Lexington ,St.,Both,"""2 HOUR PARKING/SEVEN DAYS FROM 7:00 A.M. - 7:00 PM, WITHOUT VALID RPP STICKER FOR AREA 31"" ",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
31,Towns of the Terrace,100,N,Poppleton ,St.,Both,"""2 HOUR PARKING/SEVEN DAYS FROM 7:00 A.M. - 7:00 PM, WITHOUT VALID RPP STICKER FOR AREA 31"" ",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
31,Towns of the Terrace,200,N,Poppleton ,St.,Both,"""2 HOUR PARKING/SEVEN DAYS FROM 7:00 A.M. - 7:00 PM, WITHOUT VALID RPP STICKER FOR AREA 31"" ",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
31,Towns of the Terrace,300,N,Poppleton ,St.,Both,"""2 HOUR PARKING/SEVEN DAYS FROM 7:00 A.M. - 7:00 PM, WITHOUT VALID RPP STICKER FOR AREA 31"" ",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
31,Towns of the Terrace,700,W,Saratoga ,St.,Both,"""2 HOUR PARKING/SEVEN DAYS FROM 7:00 A.M. - 7:00 PM, WITHOUT VALID RPP STICKER FOR AREA 31"" ",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
31,Towns of the Terrace,800,W,Saratoga ,St.,Both,"""2 HOUR PARKING/SEVEN DAYS FROM 7:00 A.M. - 7:00 PM, WITHOUT VALID RPP STICKER FOR AREA 31"" ",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
31,Towns of the Terrace,900,W,Saratoga ,St.,Both,"""2 HOUR PARKING/SEVEN DAYS FROM 7:00 A.M. - 7:00 PM, WITHOUT VALID RPP STICKER FOR AREA 31"" ",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
31,Towns of the Terrace,700,,Vine ,St.,Both,"""2 HOUR PARKING/SEVEN DAYS FROM 7:00 A.M. - 7:00 PM, WITHOUT VALID RPP STICKER FOR AREA 31"" ",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
31,Towns of the Terrace,800,,Vine ,St.,Both,"""2 HOUR PARKING/SEVEN DAYS FROM 7:00 A.M. - 7:00 PM, WITHOUT VALID RPP STICKER FOR AREA 31"" ",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
31,Towns of the Terrace,100,,Violet Hill ,Way,Even,"""2 HOUR PARKING/SEVEN DAYS FROM 7:00 A.M. - 7:00 PM, WITHOUT VALID RPP STICKER FOR AREA 31"" ",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
32,Roland Park,500,,Club ,Rd.,Odd,"""Parking  in Area #32 7:00 a.m.through 7:00 p.m. Monday thru Friday",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
32,Roland Park,600,,Club ,Rd.,Odd,"""Parking  in Area #32 7:00 a.m.through 7:00 p.m. Monday thru Friday",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
32,Ashburton,700,,Colorado ,Ave.,Both,"""Parking  in Area #32 7:00 a.m.through 7:00 p.m. Monday thru Friday",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
32,Roland Park,100,,Deepdene ,Rd.,Odd,"""Parking  in Area #32 7:00 a.m.through 7:00 p.m. Monday thru Friday",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
32,Roland Park,Unit ,,Longwood ,Rd.,Even,"""Parking  in Area #32 7:00 a.m.through 7:00 p.m. Monday thru Friday",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
32,Roland Park,100,,Longwood ,Rd.,Both,"""Parking  in Area #32 7:00 a.m.through 7:00 p.m. Monday thru Friday",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
32,Roland Park,5000,,Roland ,Rd.,Odd,"7:00 a.m. though 7:00 p.m., Monday thru Friday, except with Area 32 permits",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
32,Roland Park,5100,,Roland ,Rd.,Odd,"7:00 a.m. though 7:00 p.m., Monday thru Friday, except with Area 32 permits",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
32,Roland Park,Unit ,,St. Johns ,Rd.,Both,"7:00 a.m. though 7:00 p.m., Monday thru Friday, except with Area 32 permits",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
33,Ashburton,3400,,Denison,,Odd,"""Two Hour Parking, 7am-12 midnight except with Area #33 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
33,Ashburton,3400,,Dorchester ,Rd.,Both,"""Two Hour Parking, 7am-12 midnight except with Area #33 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
33,Ashburton,3400,,Edgewood ,Rd.,Odd,"""Two Hour Parking, 7am-12 midnight except with Area #33 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
33,Ashburton,3300,,Egerton ,Rd.,Both,"""Two Hour Parking, 7am-12 midnight except with Area #33 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
33,Ashburton,3400,,Liberty Heights,Ave.,Both,"""Two Hour Parking, 7am-12 midnight except with Area #33 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
34,Washington Square,1400,E,Baltimore ,St.,Both,"""Two Hour Parking, Monday through Friday, except with Area #34 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
34,Washington Square,1500,E,Baltimore ,St.,Even,"""Two Hour Parking, Monday through Friday, except with Area #34 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
34,Washington Square,1600,E,Baltimore ,St.,Both,"""Two Hour Parking, Monday through Friday, except with Area #34 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
34,Washington Square,100,N,Bethel ,St.,Both,"""Two Hour Parking, Monday through Friday, except with Area #34 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
34,Washington Square,Unit ,N,Bond ,St.,Even,"""Two Hour Parking, Monday through Friday, except with Area #34 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
34,Washington Square,100,N,Bond ,St.,Both,"""Two Hour Parking, Monday through Friday, except with Area #34 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
34,Washington Square,Unit ,N,Caroline ,St.,Odd,"""Two Hour Parking, Monday through Friday, except with Area #34 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
34,Washington Square,700,,Central,Ave.,Odd,"""Two Hour Parking, Monday through Friday, except with Area #34 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
34,Washington Square,100,N,Dallas ,St.,Both,"""Two Hour Parking, Monday through Friday, except with Area #34 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
34,Washington Square,Unit ,N,Eden ,St.,Odd,"""Two Hour Parking, Monday through Friday, except with Area #34 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
34,Washington Square,1400,E,Fairmount ,Ave.,Odd,"""Two Hour Parking, Monday through Friday, except with Area #34 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
34,Washington Square,1500,E,Fairmount ,Ave.,Both,"""Two Hour Parking, Monday through Friday, except with Area #34 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
34,Washington Square,1600,E,Fairmount ,Ave.,Both,"""Two Hour Parking, Monday through Friday, except with Area #34 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
34,Washington Square,1400,E,Fayette ,St.,Odd,"""Two Hour Parking, Monday through Friday, except with Area #34 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
34,Washington Square,1500,E,Fayette ,St.,Odd,"""Two Hour Parking, Monday through Friday, except with Area #34 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
34,Washington Square,1600,E,Fayette ,St.,Odd,"""Two Hour Parking, Monday through Friday, except with Area #34 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
34,Washington Square,1600,,Lamley ,St.,Both,"""Two Hour Parking, Monday through Friday, except with Area #34 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
34,Washington Square,100,,Lamley ,St.,Both,"""Two Hour Parking, Monday through Friday, except with Area #34 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
34,Washington Square,Unit ,N,Spring ,St.,Even,"""Two Hour Parking, Monday through Friday, except with Area #34 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
35,Madison/Broadway,1600,,Ashland ,Ave.,Both,"""Two Hour Parking, Monday through Friday, 7am-7pm, except with Area #35 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
35,Madison/Broadway,800,N,Bond ,St.,Even,"""Two Hour Parking, Monday through Friday, 7am-7pm, except with Area #35 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
35,Madison/Broadway,800,N,Broadway ,,Even,"""Two Hour Parking, Monday through Friday, 7am-7pm, except with Area #35 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
35,Madison/Broadway,1100,N,Broadway ,,Odd,"""Two Hour Parking, Monday through Friday, 7am-7pm, except with Area #35 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
35,Madison/Broadway,800,N,Caroline ,St.,Even,"""Two Hour Parking, Monday through Friday, 7am-7pm, except with Area #35 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
35,Madison/Broadway,701-731,N,Central,Ave.,Odd,,
,,,,,,,"""Two Hour Parking, Monday through Friday, 7am-7pm, except with Area #35 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
35,Madison/Broadway,1500,E,Madison ,St.,Even,"""Two Hour Parking, Monday through Friday, 7am-7pm, except with Area #35 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
36,Morgan Park,2114,E,Coldspring ,Ln.,only,,
,,,,,,,"""No Parking 7am-12 midnight Monday thru Saturday except with Area 36 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
36,Morgan Park,2400,,College ,Ave.,Both,,
,,,,,,,"""No Parking 7am-12 midnight Monday thru Saturday except with Area 36 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
36,Morgan Park,2300,,Ivy,Ave.,Both,,
,,,,,,,"""No Parking 7am-12 midnight Monday thru Saturday except with Area 36 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
36,Morgan Park,2300,,Montebello ,Terr.,Both,,
,,,,,,,"""No Parking 7am-12 midnight Monday thru Saturday except with Area 36 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
36,Morgan Park,2400,,Montebello ,Terr.,Both,,
,,,,,,,"""No Parking 7am-12 midnight Monday thru Saturday except with Area 36 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
36,Morgan Park,2500,,Montebello ,Terr.,Both,,
,,,,,,,"""No Parking 7am-12 midnight Monday thru Saturday except with Area 36 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
36,Morgan Park,2400,,Overland ,Ave.,Both,,
,,,,,,,"""No Parking 7am-12 midnight Monday thru Saturday except with Area 36 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
36,Morgan Park,2500,,Overland ,Ave.,Both,,
,,,,,,,"""No Parking 7am-12 midnight Monday thru Saturday except with Area 36 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
37,Charles Village West,Unit,E ,26th ,St.,Even,,
,,,,,,,"""Two Hour Parking Limit 7:00 a.m. -10:00 p.m. Monday through Friday except with Area # 37 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
37,Charles Village West,Unit,W,26th ,St.,Even,,
,,,,,,,"""Two Hour Parking Limit 7:00 a.m. -10:00 p.m. Monday through Friday except with Area # 37 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
37,Charles Village West,100,W ,26th ,St.,Even,,
,,,,,,,"""Two Hour Parking Limit 7:00 a.m. -10:00 p.m. Monday through Friday except with Area # 37 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
37,Charles Village West,Unit,E,27th ,St.,Odd,,
